"AIRPORT","AIRPORT_ID","LATITUDE","LONGITUDE"
"LBE",12898,40.2747222233333,-79.4065740766667
"LBF",12899,41.12722222,-100.69013889
"LBL",12902,37.044111112,-100.96
"LCH",12915,30.1287962966667,-93.22564815
"LCK",12917,39.81388889,-82.92925926
"LEX",12945,38.0377777766667,-84.60537037
"LFT",12951,30.2050462966667,-91.98763889
"LGA",12953,40.777777775,-73.8733333325
"LGB",12954,33.8177380971429,-118.151507937143
"LIH",12982,21.97763889,-159.34236111
"LIT",12992,34.7293055533333,-92.22634259
"LNK",13029,40.85083333,-96.75902778
"LNY",13034,20.78513889,-156.950416665
"LRD",13061,27.54425926,-99.4614814833333
"LSE",13076,43.87877778,-91.256611114
"LWB",13121,37.859027775,-80.399027775
"LWS",13127,46.37458333,-117.01486111
"LYH",13139,37.3262962966667,-79.20111111
"MAF",13158,31.942166666,-102.20183333
"MBS",13184,43.5321296333333,-84.08101852
"MCI",13198,39.2975,-94.71388889
"MCO",13204,28.430555555,-81.316805555
"MCW",13211,43.157611112,-93.330888888
"MDT",13230,40.19305556,-76.76236111
"MDW",13232,41.785416665,-87.75222222
"MEI",13241,32.33486111,-88.750555555
"MEM",13244,35.04611111,-89.97763889
"MFE",13256,26.1762037,-98.23898148
"MFR",13264,42.3740972225,-122.87284722
"MGM",13277,32.30027778,-86.3925
"MHK",13290,39.14148148,-96.6708333333333
"MHT",13296,42.93611111,-71.437666666
"MIA",13303,25.7934259266667,-80.2874074066667
"MKE",13342,42.9479761885714,-87.8969047614286
"MKG",13344,43.1690740766667,-86.2368518533333
"MKK",13347,21.15277778,-157.098194445
"MLB",13360,28.10263889,-80.64416667
"MLI",13367,41.4483333328571,-90.5076587314286
"MLU",13377,32.5108333333333,-92.0375925933333
"MMH",13388,37.63111111,-118.85138889
"MOB",13422,30.68986111,-88.241805555
"MOT",13433,48.25861111,-101.279444445
"MQT",13459,46.35138889,-87.395833335
"MRY",13476,36.587166664,-121.84405556
"MSN",13485,43.14097222,-89.33722222
"MSO",13486,46.9161111133333,-114.08953704
"MSP",13487,44.884027775,-93.219722225
"MSY",13495,29.992888886,-90.25716667
"MTJ",13502,38.50513889,-107.894444445
"MYR",13577,33.679444445,-78.929027775
"OAJ",13795,34.829722225,-77.611944445
"OAK",13796,37.721166667,-122.221138888
"OGD",13829,41.19564815,-112.012037036667
"OGG",13830,20.899583335,-156.432083335
"OGS",13832,44.681999998,-75.464722222
"OKC",13851,35.39277778,-97.60101852
"OMA",13871,41.3025,-95.89375
"OME",13873,64.5118981483333,-165.444305555
"ONT",13891,34.05611111,-117.60111111
"ORD",13930,41.9783333325,-87.907222225
"ORF",13931,36.895277775,-76.20125
"ORH",13933,42.26761111,-71.875444444
"OTH",13964,43.41824074,-124.242314813333
"OTZ",13970,66.885388888,-162.599833334
"OWB",13983,37.739277778,-87.166722218
"PAE",14004,47.9074999966667,-122.28175926
"PAH",14006,37.060694445,-88.77277778
"PBG",14025,44.65083333,-73.46805556
"PBI",14027,26.68263889,-80.094861115
"PDX",14057,45.58888889,-122.59597222
"PGD",14082,26.91888889,-81.9910185166667
"PGV",14092,35.635000002,-77.384833336
"PHF",14098,37.13175926,-76.49324074
"PHL",14100,39.871277776,-75.242277778
"PHX",14107,33.43513889,-112.010555555
"PIA",14108,40.6623148166667,-89.6892592566667
"PIB",14109,31.46736111,-89.336805555
"PIE",14112,27.9090740733333,-82.6868055566667
"PIH",14113,42.911527775,-112.595138885
"PIR",14120,44.383194445,-100.285
"PIT",14122,40.49402778,-80.234305555
"PLN",14150,45.57083333,-84.794722225
"PNS",14193,30.47333333,-87.1869444466667
"PPG",14222,-14.3319047614286,-170.711150795714
"PQI",14231,46.6875925933333,-68.0456481466667
"PRC",14237,34.65384259,-112.420185186667
"PSC",14252,46.2644444433333,-119.117592593333
"PSE",14254,18.00898148,-66.5629629633333
"PSG",14256,56.802055558,-132.945055556
"PSM",14259,43.07791667,-70.82333333
"PSP",14262,33.8290277775,-116.5061111125
"PUB",14288,38.290222224,-104.497000002
"PUW",14303,46.7434259266667,-117.108703703333
"PVD",14307,41.723796295,-71.427685185
"PVU",14314,40.218611115,-111.722777775
"PWM",14321,43.645555556,-70.307833334
"RAP",14457,44.04527778,-103.05708333
"RDD",14487,40.5087037033333,-122.29296296
"RDM",14489,44.25425926,-121.15064815
"RDU",14492,35.87652778,-78.78472222
"RFD",14512,42.19625,-89.09486111
"RHI",14520,45.63111111,-89.462083335
"RIC",14524,37.50527778,-77.31972222
"RIW",14534,43.06425926,-108.458796293333
"RKS",14543,41.59490741,-109.065462963333
"RNO",14570,39.498472225,-119.76777778
"ROA",14574,37.32541667,-79.9756944483333
"ROC",14576,43.1197222242857,-77.6717857114286
"ROP",14582,14.17430555125,145.2408333325
"ROW",14588,33.300666668,-104.529888888
"RST",14633,43.90962963,-92.4975925933333
"RSW",14635,26.53611111,-81.75513889
"SAF",14674,35.61736111,-106.088888885
"SAN",14679,32.7333333333333,-117.18787037
"SAT",14683,29.533666666,-98.469444444
"SAV",14685,32.1275,-81.20236111
"SBA",14689,34.426944445,-119.840416665
"SBN",14696,41.70694444125,-86.316493055
"SBP",14698,35.236944445,-120.640833335
"SBY",14704,38.340055558,-75.509888888
"SCC",14709,70.19486111,-148.4661111125
"SCE",14711,40.833833334,-77.854722222
"SCK",14716,37.8943749975,-121.238680555
"SDF",14730,38.176944445,-85.7375
"SEA",14747,47.4487962966667,-122.30842593
"SFB",14761,28.7767460314286,-81.2362698428571
"SFO",14771,37.61888889,-122.37527778
"SGF",14783,37.24277778,-93.386805555
"SGU",14794,37.047722224,-113.526666668
"SHD",14802,38.26388889,-78.89652778
"SHR",14812,44.77166667,-106.97875
"SHV",14814,32.4466666666667,-93.8257407433333
"SIT",14828,57.047388886,-135.361444446
"SJC",14831,37.3628703733333,-121.93277778
"SJT",14842,31.35875,-100.495416665
"SJU",14843,18.43983333,-66.002111108
"SLC",14869,40.78648148,-111.971203703333
"SLN",14877,38.790694445,-97.6522685166667
"SMF",14893,38.69555556,-121.590277775
"SMX",14905,34.900555556,-120.45777778
"SNA",14908,33.67555556,-117.867499996667
"SPI",14952,39.84416667,-89.6786111133333
"SPN",14955,15.12027778,145.73013889
"SPS",14960,33.98861111,-98.49194444
"SRQ",14986,27.3944444466667,-82.55425926
"STC",15008,45.54601852,-94.0592592566667
"STL",15016,38.74824074,-90.3674074066667
"STS",15023,38.509277778,-122.812555558
"STT",15024,18.33722222,-64.97333333
"STX",15027,17.7030555566667,-64.7999074066667
"SUN",15041,43.50402778,-114.301944445
"SUX",15048,42.402055554,-96.384333332
"SWF",15070,41.5047222233333,-74.10222222
"SWO",15074,36.16013889,-97.085694445
"SYR",15096,43.110833335,-76.104444445
"TBN",15138,37.74152778,-92.140694445
"TLH",15249,30.3971759283333,-84.3508333316667
"TOL",15295,41.5882407366667,-83.8054629633333
"TPA",15304,27.97430556,-82.534305555
"TRI",15323,36.475444446,-82.407277778
"TTN",15356,40.277361115,-74.812916665
"TUL",15370,36.198055555,-95.88888889
"TUS",15376,32.116805555,-110.941805555
"TVC",15380,44.741333336,-85.582777776
"TWF",15389,42.48194444,-114.487222225
"TXK",15401,33.4554629633333,-93.9898148166667
"TYR",15411,32.354074075,-95.402083335
"TYS",15412,35.810648145,-83.9942592616667
"UIN",15454,39.94316667,-91.194999996
"USA",12544,35.38777778,-80.70916667
"VCT",15569,28.8525925933333,-96.91722222
"VEL",15582,40.43861111,-109.510555556667
"VLD",15607,30.781805555,-83.276527775
"VPS",15624,30.48333333,-86.52527778
"WRG",15841,56.48444444,-132.368194445
"XNA",15919,36.281777778,-94.307444444
"XWA",16869,48.260277775,-103.750833335
"YAK",15991,59.50625,-139.66
"YKM",16101,46.5675,-120.540972225
"YNG",16133,41.260222222,-80.677722224
"YUM",16218,32.65666667,-114.60597222
