"AIRPORT","AIRPORT_ID","LATITUDE","LONGITUDE","Closest_Station"
"BTV",10785,44.47236111,-73.153194445,"USW00014742"
"BTY",10786,36.86111111,-116.78638888,"USW00053139"
"BUF",10792,42.9406481516667,-78.7324074083333,"USW00014733"
"BUM",10796,38.28972222,-94.34013889,"USW00093995"
"BUR",10800,34.2001851866667,-118.358055566667,"USW00023152"
"BVD",10809,53.8325,-166.3025,"USA00704891"
"BVO",10811,36.7633333333333,-96.0110185166667,"USW00003959"
"BVR",10812,45.692916665,-85.56625,"USW00004892"
"BVU",16390,61.172666668,-151.04383336,"USA00749221"
"BVX",10814,35.72611111,-91.6475,"USW00053934"
"BVY",10815,42.584000002,-70.916,"USW00054733"
"BWC",16758,32.99305556,-115.5170833,"USW00003144"
"BWD",10817,31.794166665,-98.95652778,"USW00093943"
"BWG",10819,36.96333333,-86.42097222,"USW00093808"
"BWI",10821,39.175444444,-76.668888888,"USW00093721"
"BWM",10823,46.18722222,-103.42444445,"USI0000KBPP"
"BWS",10825,48.98986111,-122.7315278,"USC00450729"
"BXC",10828,42.48472222,-71.54444444,"USW00004769"
"BXS",10832,33.259444445,-116.32152775,"USI0000KL08"
"BYA",10834,64.07736111,-141.11388885,"USW00026416"
"BYG",10837,44.3812037033333,-106.721574066667,"USW00094054"
"BYH",10838,35.96425926,-89.9451851833333,"USW00013814"
"BYI",10839,42.541944445,-113.7729167,"USW00024133"
"BYW",10844,48.57902778,-122.82569445,"USL000FRDW1"
"BZN",10849,45.7777777771429,-111.152341257143,"USW00024132"
"BZS",10852,38.86333333,-77.01333333,"USL000WASD2"
"BZT",10853,28.98222222,-95.57972222,"USW00012976"
"C01",10857,34.2137962966667,-119.0944444,"USW00023136"
"C02",10858,35.3248148133333,-118.9960185,"USW00023155"
"C1A",16700,37.54638889,-121.1586111,"USM00074918"
"CA6",16517,34.52888889,-114.4319444,"USI0000KHII"
"CA7",16598,37.68888889,-121.4416667,"USI0000KTCY"
"CAD",10867,44.275555555,-85.41902778,"USW00014817"
"CAE",10868,33.9386111133333,-81.1181481466667,"USW00013883"
"CAK",10874,40.914444445,-81.44263889,"USW00014895"
"CAR",10879,46.87138889,-68.018611114,"USW00014607"
"CBA",10886,57.73777778,-135.1255556,"USL000TKEA2"
"CBE",10888,39.6150925933333,-78.7627777766667,"USW00003732"
"CBF",10889,41.259444445,-95.759166665,"USW00004908"
"CBK",10892,39.40388889,-101.0466667,"USC00141699"
"CBM",10894,33.6447222233333,-88.4454629633333,"USW00013825"
"CCR",10910,37.9894444433333,-122.0561111,"USW00023254"
"CCY",10915,43.0727777775,-92.61083333,"USW00014966"
"CDB",10917,55.2046296283333,-162.724583316667,"USW00025624"
"CDC",10918,37.701666665,-113.0975,"USW00093129"
"CDH",10921,33.62013889,-92.76333333,"USW00000373"
"CDL",10923,65.90791667,-161.9323611,"USW00026619"
"CDN",10924,34.27513889,-80.58236111,"USW00000195"
"CDR",10925,42.83625,-103.0965278,"USW00024017"
"CDV",10926,60.4925925966667,-145.4725,"USW00026410"
"CDW",10927,40.87541667,-74.28138889,"USW00054743"
"CEA",10928,37.64861111,-97.25041667,"USW00003923"
"CEC",10930,41.78013889,-124.23625,"USW00024286"
"CEF",10933,42.195833335,-72.53263889,"USW00014703"
"CEM",10938,65.574305555,-144.78138885,"USC00501466"
"CEU",10945,34.672555552,-82.887166664,"USW00053850"
"CEV",10946,39.6984259266667,-85.1314814833333,"USC00120132"
"CEW",10947,30.779305555,-86.52236111,"USW00013884"
"CEX",10948,65.05236111,-146.04625,"USC00505880"
"CEY",10949,36.665,-88.371944445,"USW00000437"
"CEZ",10950,37.30291667,-108.6276389,"USW00093069"
"CFA",10951,58.21666667,-157.5,"USW00025519"
"CFT",10958,32.95708333,-109.20805555,"USC00022754"
"CFV",10960,37.094212965,-95.5723148116667,"USW00093967"
"CGA",10961,55.47916667,-133.1461111,"USW00025367"
"CGE",10964,38.53944444,-76.02977778,"USW00000356"
"CGF",10965,41.5649074066667,-81.48675926,"USW00004805"
"CGI",10967,37.224444445,-89.57125,"USW00003935"
"CGS",10975,38.98055556,-76.9225,"USW00000358"
"CGX",10977,41.85888889,-87.60833333,"USL000CNII2"
"CGZ",10979,32.95486111,-111.76652775,"USW00003914"
"CHA",10980,35.035833335,-85.20361111,"USW00013882"
"CHD",10982,33.26902778,-111.8111111,"USW00053128"
"CHI",10986,41.87388889,-87.75555556,"USP111582-3"
"CHL",10987,44.523333335,-114.21736115,"USW00004114"
"CHO",10990,38.13961111,-78.452611112,"USW00093736"
"CHP",10991,65.485694445,-144.61125,"USM00070197"
"CHS",10994,32.89888889,-80.039722225,"USW00013758"
"CHU",10996,61.575555555,-159.2302778,"USW00026516"
"CHZ",10999,42.580277778,-121.87738888,"USC00351946"
"CIB",11001,33.405,-118.4158333,"USW00023191"
"CIC",11002,39.7954629633333,-121.857777766667,"USW00093203"
"CID",11003,41.8845370333333,-91.7076851833333,"USW00014990"
"CIG",11004,40.49541667,-107.52333335,"USW00024046"
"CIK",11007,66.64652778,-143.73458335,"USW00026413"
"CIL",11008,64.899388892,-163.70938888,"USI0000PAWM"
"CIN",11009,42.046555556,-94.789111112,"USW00004910"
"CIR",11011,37.063666666,-89.219277776,"USW00093809"
"CIU",11013,46.246388885,-84.469305555,"USW00004869"
"CIV",11014,55.24777778,-132.3236111,"USW00025376"
"CJI",11021,60.50277778,-147.9402778,"USW00026436"
"CJR",14371,38.52555556,-77.85972222,"USW00093798"
"CJW",11026,39.38722222,-97.15722222,"USW00053989"
"CKB",11027,39.296888892,-80.228111112,"USW00003802"
"CKD",11028,61.8748148166667,-158.136759266667,"USP500332-1"
"CKE",11029,38.93472222,-122.6222222,"USC00045258"
"CKM",11031,34.29972222,-90.51222222,"USW00000314"
"CKU",11034,60.5435,-145.72633334,"USL000CRVA2"
"CKV",11035,36.621388885,-87.41472222,"USW00003894"
"CKX",11036,64.06877778,-141.95127778,"USW00026416"
"CLC",11040,29.55694444,-95.1375,"USL000CLLT2"
"CLD",11041,33.1285185166667,-117.2798148,"USW00003177"
"CLE",11042,41.409722218,-81.853777776,"USW00014820"
"CLF",11043,64.30166667,-149.1177778,"USI0000PACL"
"CLG",11044,36.16138889,-120.3270833,"USC00041864"
"CLI",11046,44.613166668,-88.730888886,"USW00054832"
"CLK",11048,35.538055555,-98.932222225,"USW00013999"
"CLL",11049,30.5887037033333,-96.36361111,"USW00003904"
"CLM",11050,48.119583335,-123.49666665,"USW00094266"
"CLP",11053,58.838333335,-158.53625,"USI0000PFCL"
"CLR",11055,33.130555555,-115.5215278,"USW00093118"
"CLS",11056,46.6749074066667,-122.981666666667,"USW00000119"
"CLT",11057,35.2155555566667,-80.9426851866667,"USW00013881"
"CLU",11058,39.26194444,-85.89638889,"USW00013803"
"CMH",11066,39.9963425916667,-82.8898148116667,"USW00014821"
"CMI",11067,40.0390740733333,-88.2780555566667,"USW00094870"
"CMX",11076,47.1679629633333,-88.4873148166667,"USW00014858"
"CNE",11081,38.42871527625,-105.106805525,"USI0000K1V6"
"CNK",11083,39.5479166675,-97.6520138875,"USW00013984"
"CNM",11085,32.33736111,-104.26305555,"USW00023086"
"CNO",11086,33.972777775,-117.6388889,"USW00003179"
"CNW",11090,31.6375000025,-97.0736805575,"USW00013928"
"CNY",11092,38.757444444,-109.7522222,"USW00093075"
"CO1",16770,37.52861111,-106.0459259,"USC00055706"
"CO3",11093,36.681805555,-121.76194445,"USW00023259"
"CO6",16823,38.81416667,-106.1205556,"USW00053005"
"CO7",16918,40.04888889,-107.8858333,"USW00094050"
"COA",11095,38.03055556,-120.4144444,"USW00000206"
"COD",11097,44.518055555,-109.02569445,"USW00024045"
"COE",11098,47.77472222,-116.8186111,"USW00024136"
"COF",11099,28.235833334,-80.609611112,"USW00012867"
"COM",11105,31.84111111,-99.40361111,"USW00000276"
"CON",11106,43.203055555,-71.50222222,"USW00014745"
"COS",11109,38.80736111,-104.705,"USW00093037"
"COT",11110,28.45638888875,-99.21843749875,"USW00012947"
"COU",11111,38.8169907416667,-92.2187500016667,"USW00003945"
"CPR",11122,42.907277778,-106.4637222,"USW00024089"
"CPS",11123,38.57138889,-90.15722222,"USW00003960"
"CPX",11126,18.3131250025,-65.30423611,"RQL000CLBP4"
"CQL",11128,39.38888889,-107.1597222,"USW00000424"
"CQW",11130,34.71083333,-79.96166667,"USW00000197"
"CRC",12370,65.82916667,-144.0638889,"USA00702674"
"CRE",11135,33.81166667,-78.72402778,"USW00093718"
"CRG",11136,30.33638889,-81.51444444,"USW00053860"
"CRP",11140,27.77100694375,-97.50152777625,"USW00012924"
"CRS",11143,32.02777778,-96.39930556,"USW00053912"
"CRW",11146,38.374444445,-81.592986115,"USW00013866"
"CRX",11147,34.915,-88.60361111,"USW00000311"
"CSE",11149,38.85194444,-106.9325926,"USW00093007"
"CSG",11150,32.516333334,-84.93888889,"USW00093842"
"CSM",11152,35.33972222,-99.2003703733333,"USW00003932"
"CSN",11153,39.1920370366667,-119.733240733333,"USW00000171"
"CSP",11154,58.19916667,-136.63944445,"USL000CSPA2"
"CSU",11158,69.02694444,-163.8541667,"USW00026637"
"CSV",11159,35.95125,-85.08486111,"USW00003847"
"CT1",16441,41.68986111,-72.86472222,"USP069759-1"
"CT2",16495,41.93277778,-72.77694444,"USW00014721"
"CT3",16594,41.74416667,-72.18027778,"USW00054767"
"CT4",16644,41.56916667,-73.46194444,"USW00054734"
"CT5",16656,41.81972222,-71.90083333,"USW00054767"
"CT6",16681,41.44555556,-72.45555556,"USW00000169"
"CT7",16871,41.38361111,-72.50583333,"USW00000169"
"CT8",16967,41.0025,-73.6325,"USW00094745"
"CT9",17000,41.5086111,-72.82944444,"USW00054788"
"CTB",11162,48.608444442,-112.37655554,"USW00024137"
"CTH",11165,39.97888889,-75.865694445,"USW00000136"
"CTO",11169,40.91486111,-72.78611111,"USI0000KCTO"
"CTW",11173,34.73,-112.035,"USW00053160"
"CTX",11174,42.592847225,-76.215,"USI0000KN03"
"CTY",11175,29.634861115,-83.105416665,"USC00082008"
"CTZ",16538,34.975,-78.36555556,"USW00003727"
"CUB",11176,33.970694445,-80.99541667,"USW00053867"
"CUW",11188,57.94166667,-134.75,"USL000TKEA2"
"CVA",11191,40.48333333,-80.21666667,"USW00094823"
"CVG",11193,39.048333335,-84.668194445,"USW00093814"
"CVN",11197,34.4263095257143,-103.078253985714,"USW00023077"
"CVO",11198,44.497166664,-123.28866664,"USW00024202"
"CVS",11200,34.383111112,-103.32266666,"USW00023008"
"CVX",11202,45.304444445,-85.27513889,"USW00004870"
"CWA",11203,44.77986111,-89.66291667,"USW00094890"
"CWF",15825,30.21055556,-93.14305556,"USW00013941"
"CWI",11207,41.830138885,-90.330416665,"USW00094979"
"CWS",11209,48.49,-122.8322222,"USL000FRDW1"
"CXC",11213,61.58311111,-144.42833332,"USC00504567"
"CXF",11214,67.25083333,-150.205,"USI0000PACX"
"CXL",11218,32.668666664,-115.51483332,"USW00003144"
"CXO",11219,30.3527314783333,-95.41472222,"USW00053902"
"CYF",11227,60.14375,-164.28222225,"USW00000106"
"CYM",11230,57.51527778,-134.9444444,"USW00025310"
"CYS",11233,41.155694445,-104.8113889,"USW00024018"
"CYT",11234,60.081111108,-142.49455556,"USW00026445"
"CZC",11238,61.94111111,-145.2941667,"USW00026425"
"CZF",11241,61.780611112,-166.03833332,"USW00026633"
"CZN",11245,62.071222224,-142.04866664,"USW00046402"
"CZO",11246,62.562916665,-144.67069445,"USI0000PADT"
"CZP",11247,55.965,-133.7933333,"USA00720251"
"DAB",11252,29.1816666666667,-81.05453704,"USW00012846"
"DAG",11257,34.8537962966667,-116.7862963,"USW00023161"
"DAL",11259,32.8467361075,-96.851805555,"USW00013960"
"DAN",11261,36.572722224,-79.336,"USW00013728"
"DAY",11267,39.901666665,-84.21972222,"USW00093815"
"DBN",11272,32.564499998,-82.985444446,"USW00063881"
"DBQ",11274,42.40597222,-90.710138885,"USW00094908"
"DCA",11278,38.851666666,-77.037611112,"USW00013751"
"DCK",11280,66.94311111,-156.89883332,"USW00026513"
"DCU",11282,34.653472225,-86.94527778,"USW00053852"
"DDC",11283,37.762361115,-99.96527778,"USW00013985"
"DDP",11284,18.46388889,-66.29333333,"RQC00662934"
"DE2",16520,39.520694445,-75.722083335,"USL000CHCM2"
"DE3",16666,39.21833333,-75.59666667,"USI0000K33N"
"DEC",11288,39.834305555,-88.867083335,"USW00003887"
"DEH",11289,43.27513889,-91.739166665,"USW00004916"
"DEN",11292,39.818055555,-104.7763889,"USW00023062"
"DET",11295,42.4084259266667,-83.0094444433333,"USW00014822"
"DFI",11297,41.33736111,-84.42888889,"USW00004851"
"DFW",11298,32.896527775,-97.037083335,"USW00003927"
"DGB",11299,58.13333333,-152.55,"USW00025501"
"DGW",11303,42.79722222,-105.3859722,"USW00094057"
"DHB",16603,48.62083333,-123.0030556,"USL000FRDW1"
"DHN",11308,31.320555555,-85.448888885,"USW00013839"
"DHT",11309,36.0225,-102.5473611,"USW00093042"
"DIK",11315,46.798819445,-102.80152775,"USW00024012"
"DIO",11317,65.754305555,-168.9515278,"USW00000103"
"DJN",11327,64.05027778,-145.7198611,"USW00026415"
"DKK",11331,42.49361111,-79.271527775,"USW00014747"
"DLF",11335,29.35958333,-100.7776389,"USW00022001"
"DLG",11336,59.043194445,-158.50611115,"USW00025513"
"DLH",11337,46.842111108,-92.192944444,"USW00014913"
"DLL",11339,34.44916667,-79.36861111,"USW00000200"
"DLO",11341,55.12222222,-132.05,"USW00025377"
"DLS",11342,45.619111108,-121.16716664,"USW00024219"
"DMA",11344,32.16638889,-110.8827778,"USW00023109"
"DMN",11348,32.2625,-107.7188889,"USW00023078"
"DMO",11349,38.7075,-93.17583333,"USW00003994"
"DNC",11353,56.75694444,-133.2216667,"USW00025329"
"DNE",11355,33.07888889,-96.73833333,"USC00413370"
"DNL",11358,33.466611112,-82.039222218,"USW00013837"
"DNN",11359,34.7225,-84.869722225,"USW00053885"
"DNV",11363,40.1988888866667,-87.5959259266667,"USW00094891"
"DOF",11367,55.23333333,-132.2166667,"USW00025325"
"DOV",11375,39.12819444,-75.465138885,"USW00013707"
"DPA",11376,41.91555556,-88.24666667,"USW00094892"
"DPG",11377,40.1987962933333,-112.9363889,"USW00024103"
"DQC",11383,27.813055555,-80.49555556,"USI0000KX26"
"DQD",11384,42.64513889,-111.5809722,"USW00094184"
"DQE",11385,32.84263889,-115.26805555,"USA00749476"
"DQF",10466,33.30777778,-111.6555556,"USW00023104"
"DQH",11388,70.34625,-150.93819445,"USW00027517"
"DQI",11389,39.17902778,-121.9933333,"USW00023238"
"DQJ",11390,47.391944446,-102.77149996,"USC00322365"
"DQK",11391,44.0547222233333,-75.7219444433333,"USW00014715"
"DQL",11392,61.18675926,-149.9652778,"USW00026491"
"DQN",11394,29.055,-80.948472225,"USW00092808"
"DQO",11395,32.41083333,-91.49861111,"USC00167691"
"DQP",11396,38.23638889,-89.35861111,"USC00110281"
"DQQ",11397,40.869444445,-100.0038889,"USI0000KCZD"
"DQR",11398,35.9883333333333,-113.814444433333,"USW00053184"
"DQS",11399,36.258055555,-113.2311111,"USW00053184"
"DQU",11401,55.77888889,-131.6013889,"USW00025325"
"DQV",11402,59.1025,-135.3822222,"USP503490-1"
"DQW",11403,35.57222222,-113.2925,"USW00053180"
"DQX",11404,60.07472222,-143.0866667,"USW00026445"
"DQY",11405,28.4674074066667,-80.56666667,"USW00012868"
"DQZ",11406,58.91166667,-161.7138889,"USW00025604"
"DRA",11407,36.619666664,-116.03238888,"USW00003160"
"DRE",11409,46.0101851833333,-83.74324074,"USW00054844"
"DRF",11410,60.589166665,-152.1598611,"USL000DRFA2"
"DRG",11411,66.07161111,-162.75999998,"USW00026643"
"DRO",11413,37.1546031757143,-107.7497619,"USW00093005"
"DRT",11415,29.37416667,-100.9272222,"USW00022010"
"DRU",11416,46.61875,-113.2025,"USW00024139"
"DSI",11421,30.4,-86.47138889,"USW00053853"
"DSM",11423,41.5339930575,-93.659409725,"USW00014933"
"DTA",11424,39.3819047642857,-112.505158728571,"USW00053165"
"DTH",11425,36.462222225,-116.8801389,"USW00053139"
"DTL",11427,46.82490741,-95.8848148166667,"USW00094962"
"DTN",11429,32.540555555,-93.744444445,"USW00053905"
"DTO",11430,33.2018981466667,-97.1975925966667,"USW00003991"
"DTR",11431,48.51,-122.8030556,"USL000FRDW1"
"DTT",11432,42.31277778,-83.17861111,"USP202016-1"
"DTW",11433,42.214583335,-83.348888885,"USW00094847"
"DUA",11434,33.93333333,-96.4,"USW00093902"
"DUC",11436,34.47148148,-97.95972222,"USW00053938"
"DUF",11439,36.25347222,-75.78861111,"USL000DUKN7"
"DUG",11440,31.469000002,-109.60361112,"USW00093026"
"DUJ",11441,41.17833333,-78.89875,"USW00004787"
"DUT",11445,53.898833334,-166.54322222,"USW00025616"
"DVL",11447,48.115166668,-98.908833332,"USW00094928"
"DVN",11448,41.610833335,-90.58875,"USW00094982"
"DVT",11450,33.68583333,-112.08291665,"USW00003184"
"DWA",11452,38.579305555,-121.85680555,"USW00000174"
"DWH",11453,30.0625,-95.5550925933333,"USW00053910"
"DWS",11454,28.38361111,-81.55,"USW00092813"
"DXR",11456,41.37166667,-73.48125,"USW00054734"
"DYL",16748,40.33305556,-75.12222222,"USW00054786"
"DYS",11459,32.419555556,-99.85588889,"USW00013910"
"EAA",11463,64.777361115,-141.14916665,"USW00026422"
"EAG",11464,67.56222222,-162.9752778,"USW00026648"
"EAN",11467,42.0557142885714,-104.931944428571,"USI0000KEAN"
"EAR",11468,40.727638885,-99.00277778,"USW00014905"
"EAT",11470,47.398722224,-120.20666664,"USW00094239"
"EAU",11471,44.8649074033333,-91.4862037033333,"USW00014991"
"ECA",11478,44.313055555,-83.422777775,"USL000TAWM4"
"ECG",11479,36.2596296333333,-76.17351852,"USW00013786"
"ECP",11481,30.358055555,-85.797222225,"USW00073805"
"ECS",11482,43.884555558,-104.3155,"USW00000446"
"ECU",11483,29.94694444,-100.1738889,"USW00023098"
"EDA",11484,55.93638889,-133.6555556,"USA00720251"
"EDE",11486,36.0283333333333,-76.5688888866667,"USW00003703"
"EDF",11487,61.2526851866667,-149.797314833333,"USW00026401"
"EDW",11490,34.91377778,-117.87000002,"USW00023114"
"EED",11491,34.76236111,-114.62166665,"USW00023179"
"EEK",11492,60.21513889,-162.0302778,"USI0000PANA"
"EEN",11493,42.89958333,-72.27083333,"USW00094721"
"EFB",11494,58,-135.7333333,"USW00025378"
"EFD",11495,29.60722222,-95.15861111,"USW00012906"
"EFK",11496,44.8886904771429,-72.2291666671429,"USW00054758"
"EGA",11501,60.28333333,-148.0833333,"USW00026436"
"EGE",11503,39.642944446,-106.9221111,"USW00023063"
"EGI",11504,30.649611112,-86.523277776,"USI0000KEGI"
"EGP",11506,28.70222222,-100.4805556,"MXM00076242"
"EGT",11508,37.324305555,-97.38833333,"USW00003923"
"EGV",11510,45.931944445,-89.26861111,"USW00054838"
"EGX",11511,58.1925925933333,-157.373518533333,"USW00025519"
"EHM",11512,58.647222224,-162.06244448,"USW00025623"
"EHR",11513,57.41666667,-152.7166667,"USL000KDAA2"
"EHT",11514,41.755555555,-72.624166665,"USW00014752"
"EIL",11517,64.66527778,-147.09930555,"USW00026407"
"EKA",11522,40.8042592566667,-124.1138889,"USW00024213"
"EKI",11523,41.7206349171429,-85.9980952371429,"USW00004806"
"EKN",11524,38.88944444,-79.8574074066667,"USW00013729"
"EKO",11525,40.824777778,-115.79116668,"USW00024121"
"EKX",11526,37.686527775,-85.924444445,"USI0000KEKX"
"EKY",11527,33.31263889,-86.92611111,"USI0000KEKY"
"ELA",11528,29.59462963,-96.3257407366667,"USI0000KELA"
"ELD",11531,33.22076389,-92.81361111,"USW00093992"
"ELI",11535,64.614305555,-162.2704167,"USI0000PFEL"
"ELM",11537,42.1599999983333,-76.8923611116667,"USW00014748"
"ELN",11538,47.03388889,-120.529907433333,"USW00024220"
"ELP",11540,31.80711111,-106.377,"USW00023044"
"ELV",11545,58.2,-136.3166667,"USW00025357"
"ELW",11546,60.89333333,-146.7083333,"USL000BLIA2"
"ELY",11547,39.30083333,-114.8419444,"USW00023154"
"EMK",11550,62.78611111,-164.4908333,"USW00026650"
"EMM",11551,41.824583335,-110.55763885,"USW00024165"
"EMP",11553,38.33152778,-96.190416665,"USW00013989"
"EMT",11554,34.0860714271429,-118.034563471429,"USW00003165"
"ENA",11555,60.570416665,-151.24791665,"USW00026523"
"END",11557,36.3395,-97.91661111,"USW00013909"
"ENL",11558,38.51361111,-89.091666665,"USW00053887"
"ENN",11559,64.547430555,-149.076388875,"USW00026435"
"ENV",11563,40.71861111,-114.03055554,"USW00024193"
"ENW",11564,42.5958333333333,-87.9275925933333,"USW00004845"
"EOK",11566,40.459166665,-91.429305555,"USW00004921"
"EPH",11567,47.306111115,-119.5147222,"USW00024141"
"ERI",11577,42.0816666666667,-80.1762037033333,"USW00014860"
"ERV",11582,29.97666667,-99.08555556,"USW00012961"
"ESC",11587,45.72166667,-87.09013889,"USC00202627"
"ESD",11588,48.70833333,-122.9115278,"USW00004224"
"ESF",11590,31.39513889,-92.296527775,"USW00013935"
"ESN",11592,38.803472225,-76.068333335,"USW00003756"
"ESP",11593,41.035694445,-75.160694445,"USC00366792"
"EST",16796,43.4075,-94.74638889,"USW00094971"
"ETB",16938,43.42222222,-88.12805556,"USW00004875"
"ETN",11597,32.413333335,-98.81111111,"USI0000KETN"
"ETS",11598,31.29986111,-85.89986111,"USI0000KEDN"
"EUE",11601,39.605416665,-116.0026389,"USW00003170"
"EUF",11602,31.95125,-85.12888889,"USW00063872"
"EUG",11603,44.122638885,-123.2147222,"USW00024221"
"EVC",11606,64.04222222,-148.862314833333,"USW00026499"
"EVM",11609,47.4248611116667,-92.497083335,"USW00004923"
"EVV",11612,38.03861111,-87.5306481466667,"USW00093817"
"EVW",11613,41.27486111,-111.0334722,"USW00004111"
"EWB",11615,41.6766666675,-70.9581944475,"USW00094726"
"EWK",11616,38.0571759233333,-97.2751388883333,"USW00053939"
"EWN",11617,35.0731250025,-77.0428819475,"USW00093719"
"EWR",11618,40.694166665,-74.17013889,"USW00014734"
"EXI",11619,58.42083333,-135.4472222,"USW00025380"
"EYW",11624,24.5559259266667,-81.75972222,"USW00012836"
"F70",11627,33.575138885,-117.12819445,"USI0000KF70"
"FAI",11630,64.8149074066667,-147.858611133333,"USW00026411"
"FAJ",11631,18.30888889,-65.661805555,"RQC00663657"
"FAK",11632,57.51666667,-135.2166667,"USL000TKEA2"
"FAL",11633,26.58333333,-99.13333333,"USP417622-1"
"FAM",11634,37.76138889,-90.42847222,"USW00093996"
"FAQ",16647,-14.21622222,-169.42411112,"AQM00091768"
"FAR",11637,46.9172222266667,-96.81509259,"USW00014914"
"FAT",11638,36.77638889,-119.718134928571,"USW00093193"
"FAU",11639,60.89611111,-147.4466667,"USW00026436"
"FAY",11641,34.99125,-78.88027778,"USW00093740"
"FBG",11642,35.13194444,-78.935555555,"USW00093737"
"FBK",11643,64.8370370366667,-147.615092566667,"USW00026498"
"FBR",11645,41.393277776,-110.40588888,"USW00000449"
"FBS",11646,48.5375,-123.0083333,"USL000FRDW1"
"FCA",11648,48.31166667,-114.2536111,"USW00024146"
"FCH",11649,36.73236111,-119.81958335,"USW00023167"
"FCM",11650,44.82736111,-93.457916665,"USW00094963"
"FCS",11652,38.6794444414286,-104.759206357143,"USW00094015"
"FDK",11656,39.41659722,-77.3752083325,"USW00013730"
"FDR",11657,34.35222222,-98.984305555,"USW00003981"
"FDY",11659,41.013888885,-83.6675,"USW00014825"
"FEP",11662,42.240833335,-89.575555555,"USW00004876"
"FET",11663,41.449888888,-96.520222222,"USW00004924"
"FEW",11664,41.1375,-104.86930555,"USW00024018"
"FFL",16820,41.05583333,-91.98083333,"USW00004925"
"FFM",11667,46.28444444,-96.157083335,"USW00094966"
"FFO",11668,39.82611111,-84.04833333,"USW00013840"
"FFT",11669,38.181944444,-84.906055556,"USW00053841"
"FHB",16363,30.61194444,-81.46111111,"USW00000326"
"FHU",11673,31.58861111,-110.34375,"USW00003124"
"FIC",11674,55.77777778,-131.5375,"USW00025325"
"FID",11675,41.251805555,-72.03166667,"USA00749108"
"FIL",11677,38.95824074,-112.3626852,"USW00000481"
"FKL",11684,41.37763889,-79.86041667,"USW00094868"
"FL1",11686,28.22805556,-82.15597222,"USW00000486"
"FL2",11687,27.961388885,-80.559027775,"USW00012881"
"FL3",11688,30.78,-85.59805556,"USW00063871"
"FL4",11689,29.466296295,-81.2077314816667,"USW00000485"
"FL5",11690,29.3553571428571,-82.4717857142857,"USI0000KX60"
"FL6",16534,26.73527778,-81.05111111,"USI0000K2IS"
"FL7",16751,26.8538888866667,-82.2520370366667,"USI0000K54A"
"FL8",16816,29.06694444,-81.28361111,"USC00082229"
"FL9",16846,27.89361111,-81.620972225,"USI0000KX07"
"FLD",11693,43.77138889,-88.486388885,"USW00004840"
"FLG",11695,35.13902778,-111.6704167,"USW00003103"
"FLJ",11696,60.51666667,-148,"USW00026436"
"FLL",11697,26.072453705,-80.1516203716667,"USW00012849"
"FLO",11699,34.187083335,-79.724166665,"USW00013744"
"FLT",11702,62.453472225,-157.9879167,"USI0000PAHX"
"FLU",11703,40.77916667,-73.83277778,"USW00014732"
"FLV",11704,39.369027775,-94.91361111,"USI0000KFLV"
"FLX",11706,39.499861115,-118.74833335,"USW00093102"
"FMC",11708,65.92722222,-149.83875,"USA00701795"
"FME",16764,39.08527778,-76.75944444,"USW00093733"
"FMH",11709,41.658472225,-70.5225,"USW00014704"
"FMN",11711,36.74125,-108.22958335,"USW00023090"
"FMS",11713,40.65902778,-91.32763889,"USW00004930"
"FMY",11714,26.586805555,-81.862777775,"USW00012835"
"FNL",11719,40.4509259233333,-105.011018533333,"USW00094062"
"FNR",11720,58.25,-134.9,"USA00703816"
"FNT",11721,42.965777782,-83.743666666,"USW00014826"
"FOA",11786,61.86666667,-162.0666667,"USW00000105"
"FOB",11723,39.47444444,-123.795,"USC00043161"
"FOD",11725,42.551805555,-94.19083333,"USW00094933"
"FOE",11726,38.951166664,-95.663388888,"USW00013920"
"FOK",11728,40.84361111,-72.6320138875,"USW00014719"
"FPR",11732,27.496611112,-80.37177778,"USW00012895"
"FPY",11733,30.0697222233333,-83.58027778,"USW00053862"
"FQA",11734,55.60611111,-131.4833333,"USW00025325"
"FQB",11735,33.2395833316667,-119.45800925,"USW00093116"
"FQC",11736,57.80555556,-152.3805556,"USW00025501"
"FQD",11737,58.235,-155.1036111,"USW00025522"
"FQE",11738,58.31333333,-134.1041667,"USL000PBPA2"
"FQF",11739,58.35277778,-133.9913889,"USL000PBPA2"
"FQG",11740,58.134499998,-133.72877776,"USL000PBPA2"
"FQH",11741,61.16972222,-150.1605556,"USA00749221"
"FQI",11742,38.23444444,-84.43472222,"USI0000K27K"
"FQJ",11743,58.09861111,-134.76,"USA00703816"
"FQK",11744,58.21472222,-136.1563889,"USL000ELFA2"
"FQL",11745,38.665,-88.45305556,"USW00053889"
"FQN",11747,55.56222222,-132.6305556,"USW00025367"
"FQO",11748,55.56666667,-131.0563889,"USL000KECA2"
"FQP",11749,55.83444444,-131.4847222,"USW00025325"
"FQQ",11750,59.14666667,-138.5636111,"USW00025339"
"FQR",11751,55.24361111,-132.5733333,"USW00025376"
"FQU",11754,48.28388889,-115.4902778,"USC00245015"
"FQV",11755,53.81444444,-167.1194444,"USA00704897"
"FQW",11756,53.36666667,-167.8833333,"USA00704851"
"FQX",11757,55.21027778,-132.1319444,"USW00025325"
"FQY",11758,55.92638889,-133.2527778,"USA00720251"
"FRD",11762,48.524166665,-123.02416665,"USW00094276"
