"AIRPORT","AIRPORT_ID","LATITUDE","LONGITUDE","Closest_Station"
"FRG",11764,40.729111112,-73.413666664,"USW00054787"
"FRM",11766,43.645555555,-94.419583335,"USW00094948"
"FRP",11768,57.85,-134.9833333,"USL000TKEA2"
"FRR",11769,38.91736111,-78.25361111,"USW00013731"
"FRY",11773,43.990694445,-70.947083335,"USW00054772"
"FSD",11775,43.580416665,-96.741388885,"USC00397666"
"FSI",11776,34.64986111,-98.401944445,"USW00013945"
"FSK",11777,37.797777775,-94.76944444,"USC00142835"
"FSM",11778,35.3362037066667,-94.36712963,"USW00013964"
"FST",11780,30.91513889,-102.9126389,"USW00023091"
"FTC",11782,40.58722222,-105.0402778,"USP053005-1"
"FTG",11784,39.7846031771429,-104.539960342857,"USW00000450"
"FTK",11785,37.906944445,-85.972361115,"USW00013807"
"FTL",11786,61.86833333,-162.0680556,"USW00000105"
"FTW",11789,32.81909722,-97.361319445,"USW00013961"
"FTY",11790,33.77916667,-84.52138889,"USW00003888"
"FUL",11794,33.869305555,-117.9773611,"USW00003166"
"FVA",11797,61.11638889,-155.3113889,"USW00026534"
"FVD",11800,30.585694445,-100.6486111,"USW00003059"
"FVE",11801,33.35416667,-117.2508333,"USI0000KL18"
"FVG",11803,33.970388892,-112.7953889,"USC00022329"
"FVH",11804,46.794555556,-119.07972224,"USC00454679"
"FVI",11805,32.82583333,-91.18777778,"USC00227560"
"FVL",11389,39.17916667,-121.9933333,"USW00023238"
"FVN",11810,48.153444442,-104.50411114,"USP329425-1"
"FVO",11811,45.24722222,-122.77,"USW00094281"
"FVP",11812,39.94388889,-120.9461111,"USC00041497"
"FVQ",11813,62.04444444,-158.17708335,"USP500332-1"
"FVR",11814,45.87861111,-111.5691667,"USC00245122"
"FVS",11815,43.83388889,-111.805,"USW00094194"
"FVV",11818,35.72833333,-118.4197222,"USC00045100"
"FVW",11819,65.28333333,-153,"USW00026529"
"FVX",11820,54.91666667,-132.9166667,"USW00025376"
"FVY",11821,56.08333333,-131.9666667,"USL000LCNA2"
"FVZ",11822,70.00388889,-153.0775,"USW00026508"
"FWA",11823,40.97833333,-85.189861115,"USW00014827"
"FWH",11824,32.7689814833333,-97.4412962966667,"USW00013911"
"FWL",11825,62.5084259283333,-153.8912963,"USW00026519"
"FWS",11826,32.5651851866667,-97.30824074,"USW00003985"
"FXE",11827,26.19708333,-80.17083333,"USW00012885"
"FXM",11828,70.17305556,-146.8555556,"USW00027404"
"FXR",11830,40.27333333,-86.56222222,"USI0000KFKR"
"FXY",11831,43.23472222,-93.62416667,"USW00054940"
"FYU",11833,66.573777778,-145.24044446,"USW00026413"
"FYV",11834,36.0045370366667,-94.1700925933333,"USW00093993"
"GA0",16688,32.21638889,-83.12861111,"USW00000337"
"GA1",11836,34.6885185166667,-85.2903703733333,"USI0000K9A5"
"GA2",11837,33.63138889,-85.15208333,"USW00000249"
"GA3",11838,33.31166667,-84.76972222,"USW00053884"
"GA4",16474,34.17597222,-83.56166667,"USW00000394"
"GA5",16582,33.52972222,-82.51694444,"USW00063836"
"GA6",16673,34.311805555,-84.4226388875,"USW00063848"
"GA7",16783,33.59805556,-83.13833333,"USW00063877"
"GA8",16812,33.7825,-83.69277778,"USI0000KD73"
"GA9",15622,34.12305556,-84.84861111,"USW00053873"
"GAD",11840,33.973194445,-86.088194445,"USW00003896"
"GAI",11842,39.16833333,-77.16611111,"USW00093764"
"GAL",11844,64.736180555,-156.934652775,"USW00026501"
"GAM",11845,63.76666667,-171.7351389,"USW00026703"
"GBA",11855,61.395,-149.8416667,"USW00026401"
"GBD",11856,38.345694445,-98.86166667,"USW00013940"
"GBG",11858,40.938333335,-90.43,"USW00094959"
"GBH",11859,68.479444445,-149.49,"USW00026465"
"GBR",11862,42.184305555,-73.40375,"USC00065445"
"GCC",11865,44.3497222233333,-105.5346296,"USW00094023"
"GCK",11867,37.92824074,-100.727962933333,"USW00023064"
"GCN",11869,35.95208333,-112.1472222,"USW00003195"
"GCY",11870,36.19138889,-82.81666667,"USI0000KGCY"
"GDC",11871,34.75833333,-82.376444446,"USW00063889"
"GDH",11873,59.74694444,-158.8747222,"USW00023583"
"GDM",11875,42.54986111,-72.01625,"USP196644-1"
"GDV",11879,47.13875,-104.8070833,"USW00024087"
"GDW",11880,43.969583335,-84.474444445,"USW00014828"
"GED",11883,38.6883796316667,-75.359166665,"USW00013764"
"GEG",11884,47.619583335,-117.5340278,"USW00024157"
"GEK",11885,62.97555556,-156.5133333,"USW00026536"
"GEY",11893,44.516666666,-108.08188892,"USW00024048"
"GEZ",11894,39.58305556,-85.80472222,"USW00053866"
"GFA",11895,47.5051851833333,-111.186388866667,"USW00024112"
"GFB",11896,59.05,-160.2833333,"USW00025629"
"GFK",11898,47.94958333,-97.17625,"USW00014917"
"GFL",11899,43.342777775,-73.609722225,"USW00014750"
"GGE",11904,33.311666665,-79.31916667,"USW00000391"
"GGG",11905,32.38527778,-94.713333335,"USW00003901"
"GGW",11908,48.2125925933333,-106.615,"USW00094008"
"GJT",11921,39.120555555,-108.5202778,"USW00023066"
"GKN",11924,62.15513889,-145.4533333,"USW00026425"
"GLD",11929,39.3705555566667,-101.698981466667,"USW00023065"
"GLE",16658,33.65222222,-97.19722222,"USW00093929"
"GLH",11931,33.483111112,-90.985444448,"USW00013939"
"GLQ",11937,62.11861111,-145.55,"USW00026425"
"GLR",11938,45.01375,-84.701388885,"USW00004854"
"GLS",11939,29.26638889,-94.86041667,"USW00012923"
"GLV",11941,64.547361115,-163.0223611,"USW00026628"
"GLW",11942,37.03166667,-85.95375,"USW00000361"
"GMT",11946,65.40388889,-161.27944445,"USW00026602"
"GMU",11947,34.84791667,-82.35013889,"USW00013886"
"GNT",16746,35.16722222,-107.9019444,"USW00093057"
"GNU",11952,59.116611112,-161.57655556,"USW00025604"
"GNV",11953,29.68986111,-82.27375,"USW00012816"
"GOL",11959,42.414444445,-124.4240278,"USI0000K4S1"
"GON",11961,41.329444445,-72.045833335,"USW00014707"
"GPM",11971,32.69861111,-97.046805555,"USW00053984"
"GPT",11973,30.406666665,-89.07013889,"USW00093874"
"GPZ",11974,47.2103571442857,-93.51015873,"USW00094919"
"GQQ",11975,40.73638889,-82.755,"USC00333021"
"GRB",11977,44.485388888,-88.129888888,"USW00014898"
"GRD",11978,34.2500925933333,-82.1584259266667,"USW00053874"
"GRF",11979,47.08125,-122.58,"USW00024201"
"GRI",11980,40.96736111,-98.308194445,"USW00014935"
"GRK",11982,31.06597222,-97.828194445,"USW00003902"
"GRR",11986,42.8810185166667,-85.5237037066667,"USW00094860"
"GSB",11992,35.33958333,-77.96027778,"USW00013713"
"GSH",11994,41.52673611,-85.793194445,"USW00014829"
"GSO",11995,36.096666665,-79.941944445,"USW00013723"
"GSP",11996,34.89777778,-82.2155555566667,"USW00003870"
"GST",11997,58.42638889,-135.70625,"USW00025380"
"GSW",11999,32.8275,-97.04527778,"USW00003927"
"GTF",12003,47.483111112,-111.36972224,"USW00024143"
"GTR",12007,33.449305555,-88.59138889,"USW00053893"
"GTU",12008,30.67888889,-97.67944444,"USW00053942"
"GTY",16682,39.8412962966667,-77.27472222,"USC00363226"
"GUC",12012,38.5344444433333,-106.932962983333,"USW00093007"
"GUF",16422,30.289930555,-87.67166667,"USW00063885"
"GUM",12016,13.48388889,144.7972222,"GQW00041406"
"GUP",12018,35.51111111,-108.78805555,"USW00023081"
"GUS",12021,40.64805556,-86.15222222,"USA00725334"
"GUY",12024,36.68314815,-101.5075,"USW00003030"
"GVE",12027,38.15611111,-78.165555555,"USC00446712"
"GVL",12028,34.27277778,-83.829722225,"USW00053838"
"GVQ",12029,43.03166667,-78.16972222,"USI0000KGVQ"
"GVT",12031,33.06777778,-96.06527778,"USW00013926"
"GVW",12032,38.85083333,-94.55833333,"USW00003929"
"GWI",12040,46.21944444,-97.64416667,"USW00000150"
"GWO",12039,33.49440972,-90.08673611125,"USW00013978"
"GWR",12040,46.21847222,-97.64333333,"USW00000150"
"GWS",12041,39.50722222,-107.3102778,"USW00000424"
"GYR",12054,33.4235763875,-112.3747916625,"USW00003186"
"GYY",12055,41.617055556,-87.414,"USW00004807"
"HAB",12058,34.12916667,-87.99444444,"USC00013645"
"HAE",12061,36.21666667,-112.6666667,"USW00003195"
"HAF",12062,37.50875,-122.50055555,"USW00000228"
"HAO",12068,39.364,-84.522499996,"USW00053855"
"HAR",12070,40.21711111,-76.851111112,"USW00014751"
"HAY",12074,65.20277778,-161.1527778,"USW00026602"
"HBC",12076,57.41666667,-135.0333333,"USW00025310"
"HBG",12078,31.26597222,-89.25388889,"USW00013833"
"HBH",12079,57.4,-133.4666667,"USM00070385"
"HBV",12083,27.34944444,-98.73694444,"USW00012994"
"HBY",12084,57.38194444,-134.3952778,"USP504689-1"
"HCA",12085,32.30361111,-101.4338889,"USC00410784"
"HCB",12086,55.45,-131.2833333,"USL000KECA2"
"HCR",12087,62.18861111,-159.77333335,"USW00026521"
"HCW",11130,34.711805555,-79.959305555,"USW00000197"
"HDA",12088,57.21666667,-134.8833333,"USW00025379"
"HDE",16865,40.45166667,-99.33611111,"USW00004935"
"HDH",12092,21.58097222,-158.19875,"USM00091171"
"HDN",12094,40.48138889,-107.2188889,"USW00094025"
"HED",12098,55.801805555,-160.89819445,"USW00000110"
"HES",12103,45.82708333,-119.25875,"USW00004113"
"HEZ",12106,31.614166665,-91.296805555,"USW00003961"
"HFD",12108,41.735,-72.64972222,"USW00014752"
"HFF",12110,35.03652778,-79.49763889,"USW00093747"
"HGR",12119,39.708194445,-77.728194445,"USW00093706"
"HGZ",12122,66.19166667,-155.6688889,"USA00749229"
"HHH",12124,32.220555555,-80.690416665,"USW00063837"
"HHR",12127,33.92277778,-118.3351389,"USW00003167"
"HIA",12128,39.87805556,-95.5225,"USC00143634"
"HIB",12129,47.3879629633333,-92.8387037033333,"USW00094931"
"HIE",12130,44.366666665,-71.54722222,"USW00054728"
"HIF",12131,41.12375,-111.9725,"USW00024101"
"HII",12132,34.56972222,-114.35680555,"USI0000KHII"
"HIK",12134,21.318194445,-157.9213889,"USI0000PHIK"
"HIO",12136,45.5413095242857,-122.9502381,"USW00094261"
"HKA",12140,35.94055556,-89.83083333,"USW00053869"
"HKB",12141,63.8675,-148.9688889,"USW00026499"
"HKP",12146,20.94583333,-156.6930556,"USW00022552"
"HKS",12147,32.334166665,-90.22236111,"USW00013927"
"HKY",12149,35.740833335,-81.38972222,"USW00003810"
"HLG",12153,40.17472222,-80.64736111,"USW00014894"
"HLI",12154,36.891805555,-121.40819445,"USW00000392"
"HLM",12155,42.79583333,-86.16194444,"USL000HLNM4"
"HLN",12156,46.606777778,-111.98283332,"USW00024144"
"HLO",12157,34.93861111,-110.1402778,"USW00003077"
"HMN",12163,32.853425925,-106.106296316667,"USW00023002"
"HMS",12165,58.29444444,-135.3472222,"USL000SISA2"
"HMT",12166,33.7343518533333,-117.021759266667,"USI0000KHMT"
"HNB",16839,38.24902778,-86.953194445,"USW00053896"
"HNC",12168,35.231944445,-75.619583335,"USW00093729"
"HNH",12171,58.0965,-135.4081111,"USW00025378"
"HNL",12173,21.318111112,-157.92116668,"USI0000PHIK"
"HNM",12174,20.795694445,-156.01666665,"USI0000PHHN"
"HNS",12175,59.2451851833333,-135.520462966667,"USW00025323"
"HOB",12177,32.687722222,-103.21705552,"USW00093034"
"HOL",12183,62.91055556,-159.5277778,"USI0000PAHX"
"HOM",12184,59.64527778,-151.48027778,"USW00025507"
"HON",12185,44.384444445,-98.2275,"USW00014936"
"HOP",12187,36.6715740733333,-87.49324074,"USW00013806"
"HOT",12190,34.478472225,-93.09611111,"USW00003962"
"HOU",12191,29.6454629633333,-95.27824074,"USW00012918"
"HPB",12195,61.524444445,-166.14597225,"USW00026651"
"HPN",12197,41.067916665,-73.70763889,"USW00094745"
"HPT",12198,42.725,-93.22638889,"USI0000KHPT"
"HPV",12199,22.210833335,-159.44611115,"USM00091158"
"HPY",16917,29.78611111,-94.95277778,"USL000MGPT2"
"HQM",12200,46.97111111,-123.9366667,"USW00094225"
"HRL",12206,26.227944444,-97.654333332,"USW00012904"
"HRO",12207,36.26152778,-93.15513889,"USW00013971"
"HSH",12211,35.97277778,-115.1344444,"USW00053127"
"HSI",12212,40.60541667,-98.42736111,"USW00094949"
"HSL",12214,65.70013889,-156.36319445,"USW00026552"
"HSP",12215,37.950972225,-79.83388889,"USW00093757"
"HST",12216,25.4882407433333,-80.3839814833333,"USW00012826"
"HSV",12217,34.64,-86.77527778,"USW00003856"
"HTH",12220,38.544833332,-118.63311112,"USI0000KHTH"
"HTO",12222,40.95944444,-72.2518055575,"USW00064761"
"HTS",12223,38.367611108,-82.558777778,"USW00003860"
"HTV",16953,30.74694444,-95.58722222,"USW00053903"
"HUA",12225,34.67861111,-86.68472222,"USW00063883"
"HUC",12226,18.1383333371429,-65.8008730128571,"USC00665258"
"HUF",12228,39.4527083325,-87.30736111,"USW00093823"
"HUL",12232,46.12388889,-67.792777775,"USW00014609"
"HUM",12233,29.566666665,-90.660694445,"USW00012927"
"HUS",12235,66.039861115,-154.26402775,"USA00749229"
"HUT",12236,38.06616667,-97.86066667,"USW00013986"
"HVC",12243,36.85694444,-87.455,"USW00013806"
"HVN",12244,41.2641666675,-72.887430555,"USW00014758"
"HVR",12245,48.54388889,-109.760833333333,"USW00094012"
"HVS",12246,34.40416667,-80.118611115,"USW00000219"
"HWD",12247,37.65902778,-122.12208335,"USW00093228"
"HWI",12248,58.13333333,-134.75,"USA00703816"
"HYA",12250,41.6682407366667,-70.2803703733333,"USW00094720"
"HYG",12252,55.20666667,-132.8266667,"USW00025376"
"HYL",12253,55.48194444,-132.6444444,"USW00025367"
"HYR",12254,46.02513889,-91.443842595,"USW00094973"
"HYS",12255,38.844166665,-99.273611115,"USW00003968"
"HZL",12259,40.9866203733333,-75.994305555,"USI0000KHZL"
"IA1",12260,40.75166667,-95.41361111,"USW00004973"
"IA2",12261,42.436444446,-93.869000002,"USW00004920"
"IA3",12262,41.010694445,-95.259444445,"USW00004966"
"IA4",16547,41.40111111,-92.94583333,"USW00004964"
"IAB",12263,37.62305556,-97.26736111,"USW00003923"
"IAD",12264,38.944583335,-77.45875,"USW00093738"
"IAG",12265,43.107333332,-78.945888888,"USW00004724"
"IAH",12266,29.9837037,-95.3404629633333,"USW00012960"
"IAN",12268,66.9758333333333,-160.4352778,"USW00000102"
"ICT",12278,37.65,-97.433000004,"USW00003928"
"ICY",12279,59.96736111,-141.66,"USL000ICYA2"
"ID1",16445,43.7425,-111.09722224,"USW00004135"
"ID2",13440,42.33611111,-111.2888889,"USI0000K1U7"
"ID3",16906,48.29944444,-116.5602778,"USW00004129"
"ID4",16911,43.64194444,-116.6358333,"USW00094195"
"IDA",12280,43.51486111,-112.06777775,"USW00024145"
"IDI",12281,40.6315740733333,-79.1031481516667,"USW00064706"
"IDP",12283,37.158194445,-95.77861111,"USW00000141"
"IFP",10590,35.157111108,-114.56061108,"USW00053135"
"IGG",12294,59.32402778,-155.90083335,"USW00025521"
"IGM",12297,35.258055555,-113.9390278,"USW00093167"
"IGX",12303,35.935,-79.06583333,"USW00093785"
"II1",12305,40.29361111,-88.1425,"USW00004896"
"II2",12306,41.60805556,-88.09611111,"USC00117457"
"II3",12307,41.93263889,-88.70638889,"USW00004871"
"II4",12308,40.15861111,-89.335,"USW00004862"
"IJX",12310,39.7744444433333,-90.2380555533333,"USW00053944"
"IKB",12312,36.223194445,-81.09847222,"USW00063821"
"IKK",12314,41.07138889,-87.84763889,"USW00004880"
"IKO",12315,52.94166667,-168.84958335,"USL000OLSA2"
"IKV",12317,41.69125,-93.56638889,"USW00004938"
"IL2",16744,39.07055556,-88.53361111,"USW00093816"
"IL3",16847,39.1625,-89.67472222,"USW00063878"
"ILE",12319,31.08611111,-97.68652778,"USW00003972"
"ILG",12320,39.67847222,-75.607083335,"USW00013781"
"ILI",12321,59.75416667,-154.91305555,"USW00025506"
"ILL",12322,45.11683333,-95.121555552,"USW00000125"
"ILM",12323,34.270055556,-77.90288889,"USW00013748"
"ILN",12324,39.42805556,-83.79222222,"USW00013841"
"IML",12332,40.510972225,-101.6202778,"USW00024091"
"IMM",12333,26.4338425933333,-81.40115741,"USI0000KIMM"
"IMT",12335,45.816944445,-88.114305555,"USW00094893"
"IN1",12336,41.3070370333333,-85.06425926,"USW00000167"
"IN2",12337,40.03055556,-86.25138889,"USW00000173"
"IN3",16511,39.93527778,-86.045,"USI0000KMQJ"
"IN4",16539,39.83083333,-86.29444444,"USW00053842"
"IN6",16663,38.366111115,-85.73805556,"USI0000KJVY"
"IN7",16742,39.6275,-86.08805556,"USI0000KHFY"
"IN9",16922,38.70055556,-87.130555555,"USW00000441"
"IND",12339,39.7243055575,-86.2860416675,"USW00093819"
"INL",12343,48.56505556,-93.40261111,"USW00014918"
"INR",11013,46.24222222,-84.46611111,"USW00004869"
"INS",12347,36.586805555,-115.67541665,"USW00023141"
"INT",12348,36.134444445,-80.22375,"USW00093807"
"INW",12351,35.02239583375,-110.723298625,"USW00023194"
"IOW",12358,41.64,-91.54763889,"USW00014937"
"IPL",12363,32.83477778,-115.57794444,"USW00003144"
"IPT",12365,41.2409722225,-76.925,"USW00014778"
"IRC",12370,65.82868056,-144.07604165,"USA00702674"
"IRK",12375,40.093277776,-92.544777778,"USW00014938"
"IRS",12378,41.8,-85.41666667,"USW00054827"
"IRV",12379,30.454888888,-88.21077778,"USL000MBPA1"
"ISL",12387,63.5,-145.0333333,"USW00026458"
"ISM",12388,28.29,-81.43708333,"USW00092813"
"ISN",12389,48.177083335,-103.63916665,"USW00094014"
"ISO",12390,35.32902778,-77.61277778,"USW00093726"
"ISP",12391,40.79601852,-73.1005555566667,"USW00004781"
"ISQ",12392,45.97472222,-86.1734259266667,"USW00004881"
"ISS",12394,43.96236111,-69.71236111,"USW00094623"
"ISW",12396,44.3606349228571,-89.8384920657143,"USW00004826"
"ITH",12397,42.49101852,-76.4584259266667,"USW00094761"
"ITO",12402,19.7225,-155.054814833333,"USW00021504"
"IWD",12412,46.52652778,-90.13152778,"USW00094926"
"IWS",12415,29.81791667,-95.67236111,"USI0000KIWS"
"IYK",12436,35.65763889,-117.82930555,"USW00093194"
"JAC",12441,43.606944445,-110.7373611,"USW00024166"
"JAJ",12445,33.765,-84.41777778,"USP090442-1"
"JAN",12448,32.3107142842857,-90.07583333,"USW00003940"
"JAO",12449,33.93333333,-84.15,"USW00053863"
"JAX",12451,30.489444445,-81.68777778,"USW00013889"
"JBC",12452,42.33333333,-71.25,"USW00094701"
"JBK",12453,37.86666667,-122.3,"USP040693-1"
"JBP",12454,33.98666667,-118.1601389,"USP045115-1"
"JBR",12455,35.830833335,-90.64736111,"USW00003953"
"JCC",12457,37.8,-122.4666667,"USP042165-1"
"JCE",12458,37.80555556,-122.275,"USP046333-1"
"JCI",12460,38.83083333,-94.89027778,"USW00093909"
"JCT",16699,30.5110185166667,-99.7628703733333,"USW00013973"
"JDA",12462,44.4037037066667,-118.965740766667,"USW00094196"
"JDB",12463,32.76666667,-97.31666667,"USW00023905"
"JDG",12465,47.60083333,-122.3347222,"USL000EBSW1"
"JDM",12467,25.76666667,-80.18333333,"USL000VAKF1"
"JDT",12469,44.98277778,-93.26833333,"USW00014961"
"JDX",12470,29.76666667,-95.33333333,"USW00012945"
"JEF",12474,38.591666665,-92.15625,"USW00003963"
"JFB",12477,47.60694444,-122.3325,"USL000EBSW1"
"JFK",12478,40.63961111,-73.778388888,"USW00094789"
"JFN",12479,41.777944448,-80.696000004,"USW00004857"
"JGC",12483,35.96666667,-112.1333333,"USW00003195"
"JGG",12484,37.23916667,-76.71611111,"USW00003730"
"JGL",12485,33.58333333,-84.46666667,"USW00013874"
"JGP",12486,29.73416667,-95.43416667,"USW00000188"
"JGQ",12487,29.73666667,-95.45916667,"USW00000188"
"JHC",12490,40.74444444,-73.60833333,"USW00014708"
"JHM",12492,20.964583335,-156.6751389,"USW00022552"
"JHW",12494,42.151944445,-79.25805556,"USW00004720"
"JHY",12495,42.28333333,-71.13333333,"USW00014753"
"JID",12497,34.02583333,-117.95875,"USW00003165"
"JKV",12508,31.869305555,-95.21736111,"USW00053971"
"JLA",12509,60.483472225,-149.72083335,"USW00026438"
"JLN",12511,37.1515740733333,-94.4983333333333,"USW00013987"
"JMA",12513,29.68333333,-95.4,"USW00000188"
"JMC",12515,37.87861111,-122.5097222,"USL000TIBC1"
"JMN",12518,44.16388889,-94.00416667,"USW00014954"
"JMS",12519,46.92986111,-98.678194445,"USW00014919"
"JNP",12522,33.61388889,-117.8897222,"USW00093184"
"JNU",12523,58.3549537033333,-134.576481466667,"USW00025309"
"JOC",12527,33.66666667,-117.8666667,"USW00093184"
"JOH",10022,60.48138889,-146.5822222,"USA00702965"
"JON",12535,16.73055556,-169.5352778,"JQW00021601"
"JOR",12536,33.84805556,-117.85,"USW00003166"
"JPB",12541,40.75333333,-73.975,"USW00094728"
"JPT",12543,29.50861111,-95.05027778,"USL000CLLT2"
"JQF",12544,35.38652778,-80.709444445,"USW00063801"
"JRA",12545,40.75444444,-74.0075,"USW00094728"
"JRB",12546,40.70263889,-74.00875,"USI0000KJRB"
"JRC",12547,44.00138889,-92.48055556,"USW00000343"
"JRE",12548,40.8,-73.96666667,"USW00094728"
"JRF",12549,21.30722222,-158.0702778,"USW00022551"
"JRV",12553,18.2450925933333,-65.64333333,"RQW00011630"
"JSE",12554,58.30166667,-134.4244444,"USL000JNEA2"
"JSK",12556,45.55,-94.2,"USW00014926"
"JST",12559,40.316000002,-78.834333332,"USW00004726"
"JVL",12571,42.619444445,-89.039722225,"USW00094854"
"JWH",12573,29.73435185,-95.5380555533333,"USW00000188"
"JWY",16555,32.45833333,-96.9125,"USW00053966"
"JXN",12576,42.2600000033333,-84.46138889,"USW00014833"
"JYP",12577,47.60416667,-122.3333333,"USL000EBSW1"
"JZA",12579,32.311777774,-89.135555556,"USW00063831"
"JZB",12580,42.57,-72.28861111,"USW00054756"
"JZC",12581,48.3005555533333,-102.4063889,"USW00000300"
"JZE",12583,60.81555556,-151.7988889,"USL000NKTA2"
"JZG",12585,43.765555555,-99.320833335,"USW00094943"
"JZI",12587,36.59277778,-86.47685185,"USI0000K1M5"
"JZJ",12588,46.7220370333333,-92.0437962933333,"USW00004919"
"JZK",12589,46.701944445,-92.504027775,"USW00004914"
"JZL",12590,33.023055555,-118.58833335,"USW00093117"
"JZM",12591,66.193444444,-155.6802222,"USA00749229"
"JZN",12592,47.21166667,-119.8397222,"USW00024141"
"JZO",12593,42.79722222,-112.8252778,"USW00024108"
"JZP",12594,42.74277778,-122.48847225,"USC00355055"
"JZQ",12595,28.47361111,-82.45555556,"USW00012818"
"JZR",12596,45.70425926,-108.760462933333,"USI0000K6S8"
"JZT",12598,32.66375,-97.09416667,"USW00053907"
"JZU",12599,42.8912962966667,-73.2462962966667,"USW00054781"
"JZV",12600,34.833194445,-92.25402778,"USI0000KORK"
"JZW",12601,31.415333332,-87.043888888,"USW00053820"
"JZX",12602,38.579305555,-122.4354167,"USC00040212"
"JZY",12603,45.942611112,-116.1233889,"USW00000452"
"K01",12605,36.79986111,-86.810555555,"USI0000KM91"
"KAE",12610,56.97333333,-133.9438889,"USW00025369"
"KAL",12615,64.31888889,-158.7413889,"USW00026502"
"KBC",12621,66.273444442,-145.81444448,"USW00026413"
"KBE",12622,55.92944444,-131.57,"USW00025325"
"KBK",12624,57.64472222,-136.0930556,"USL000TKEA2"
"KBW",12631,56.28805556,-158.3833333,"USW00025518"
"KCC",12633,56.03333333,-132.9166667,"USL000LCNA2"
"KCG",12635,56.3115972225,-158.37291665,"USW00025518"
"KCK",12637,39.15,-94.6,"USW00013988"
"KCL",12638,56.31097222,-158.53430555,"USW00025518"
"KCN",12639,53.4,-167.55,"USA00704851"
"KCQ",12641,56.25538889,-158.7758889,"USW00025518"
"KCR",12642,63.57111111,-156.0052778,"USW00026510"
"KDK",12647,57.806527775,-152.37194445,"USW00025501"
"KEB",12649,59.3525,-151.92375,"USL000FILA2"
"KEH",12652,47.75472222,-122.2591667,"USW00094290"
"KEK",12653,59.35572222,-157.4727222,"USW00000107"
"KEZ",12661,25.32277778,-80.27694444,"USL000HCEF1"
"KFP",12663,54.8479166683333,-163.408518516667,"USI0000PAKF"
"KGK",12671,59.741333336,-157.25455554,"USW00000112"
"KGX",12676,62.89372222,-160.06505556,"USW00026644"
"KGZ",12677,61.45527778,-142.3798611,"USW00046404"
"KIB",12686,55.9,-159.4833333,"USW00025625"
"KIP",16659,33.86055556,-98.49027778,"USW00000134"
"KKA",12704,64.93944444,-161.15208335,"USW00026602"
"KKB",12705,58.19166667,-152.35,"USW00025501"
"KKH",12708,59.96125,-162.88083335,"USI0000PAQH"
"KKI",12709,60.90968254,-161.464246014286,"USI0000PFKW"
"KKK",12711,64.42472222,-156.8422222,"USW00026501"
"KKL",12712,57.36777778,-154.0252778,"USI0000PAKH"
"KKU",12716,58.811805555,-158.55972225,"USI0000PFCL"
"KLG",12719,61.536555554,-160.33966668,"USW00026652"
"KLL",12720,59.125722222,-156.8601111,"USW00000107"
"KLN",12721,57.534166665,-153.98833335,"USI0000PAKH"
"KLP",12723,57.55,-134.8666667,"USW00025310"
"KLS",12725,46.11805556,-122.8983333,"USW00024223"
"KLW",12728,55.57916667,-133.0761111,"USW00025367"
"KMC",16392,57.13333333,-153.2,"USI0000PAKH"
"KMO",12737,58.98166667,-159.0566667,"USW00000109"
"KMY",12743,57.02638889,-154.1436111,"USI0000PAKH"
"KNB",12745,37.010555556,-112.53133334,"USI0000KKNB"
"KNK",12748,59.43333333,-154.8025,"USW00025506"
"KNT",12753,36.22583333,-90.03666667,"USI0000KTKX"
"KNW",12755,59.451944445,-157.3513889,"USW00000107"
"KOA",12758,19.73888889,-156.0455556,"USW00021510"
"KOT",12769,63.03013889,-163.5465278,"USW00026650"
"KOY",12771,57.16222222,-154.2275,"USI0000PAKH"
"KOZ",12772,57.929444445,-152.4825,"USW00025501"
"KPB",12773,56.35,-133.6166667,"USA00703865"
"KPC",12774,65.253888885,-166.85666665,"USI0000PAPC"
"KPH",12775,54.45,-162.6833333,"USI0000PAKF"
"KPK",12777,57.43361111,-153.9,"USI0000PAKH"
"KPM",12778,61.53138889,-158.6408333,"USP500332-1"
"KPN",12779,59.93240741,-164.032592616667,"USW00000106"
"KPR",12782,58.43333333,-152.5833333,"USL000AMAA2"
"KPV",12784,55.9072222233333,-159.1547222,"USW00025518"
"KPY",12785,57.93333333,-153.0333333,"USW00025501"
"KQA",12786,54.13333333,-165.7833333,"USI0000PAUT"
"KRM",12790,59.46972222,-151.5711111,"USW00025516"
"KS2",12796,38.3025,-95.725,"USI0000KUKL"
"KS3",12128,39.878611115,-95.52388889,"USC00143634"
"KSM",12807,62.06125,-163.3,"USW00026647"
"KSR",12812,56.24444444,-160.3863889,"USW00025625"
"KTB",12815,55.68833333,-132.535,"USW00025367"
"KTH",10023,59.95555556,-158.4805556,"USW00000112"
"KTN",12819,55.35625,-131.7138889,"USW00025325"
"KTS",12822,65.3309259233333,-166.468425933333,"USI0000PFKT"
"KUK",12831,60.873055555,-162.5234722,"USI0000PPIT"
"KUW",12837,68.30694444,-161.4,"USW00026649"
"KVC",12841,55.0959259266667,-162.282037033333,"USL000KGCA2"
"KVL",12844,67.73388889,-164.55541665,"USW00026642"
"KWF",12847,55.29722222,-133.2405556,"USW00025376"
"KWK",12851,59.867444446,-163.16133334,"USW00000106"
"KWN",12853,59.758055555,-161.8538889,"USI0000PAQH"
"KWP",12854,57.76694444,-153.55,"USL000KDAA2"
"KWT",12855,60.799583335,-161.44055555,"USI0000PFKW"
"KXA",12857,55.53777778,-132.3958333,"USW00025367"
