"AIRPORT","AIRPORT_ID","LATITUDE","LONGITUDE","Closest_Station","Closest_Distance"
"LEX",12945,38.0377777766667,-84.60537037,"USW00093820",0.681752870300712
"LFT",12951,30.2050462966667,-91.98763889,"USW00013976",0.736504962846342
"LGA",12953,40.777777775,-73.8733333325,"USW00014732",0.61370950690687
"LGB",12954,33.8177380971429,-118.151507937143,"USW00023129",0.780501130607434
"LIH",12982,21.97763889,-159.34236111,"USW00022536",0.508740769314253
"LIT",12992,34.7293055533333,-92.22634259,"USW00013963",0.895434602205234
"LNK",13029,40.85083333,-96.75902778,"USW00014939",0.584284366744009
"LNY",13034,20.78513889,-156.950416665,"USW00022524",0.510064224291033
"LRD",13061,27.54425926,-99.4614814833333,"USW00012907",1.32278417300699
"LSE",13076,43.87877778,-91.256611114,"USW00014920",0.285304792414268
"LWB",13121,37.859027775,-80.399027775,"USW00053801",0.857371118459883
"LWS",13127,46.37458333,-117.01486111,"USW00024149",0.0393609515979829
"LYH",13139,37.3262962966667,-79.20111111,"USW00013733",0.717726764659314
"MAF",13158,31.942166666,-102.20183333,"USC00415893",1.15531599612194
"MBS",13184,43.5321296333333,-84.08101852,"USW00014845",0.449128959492851
"MCI",13198,39.2975,-94.71388889,"USW00003947",1.45520402874541
"MCO",13204,28.430555555,-81.316805555,"USW00012815",1.54271812984744
"MCW",13211,43.157611112,-93.330888888,"USW00014940",0.527625958391278
"MDT",13230,40.19305556,-76.76236111,"USW00014711",0.925315668204525
"MDW",13232,41.785416665,-87.75222222,"USW00014819",0.288830658122344
"MEI",13241,32.33486111,-88.750555555,"USW00013865",0.0291270208176129
"MEM",13244,35.04611111,-89.97763889,"USW00013893",1.39460544226147
"MFE",13256,26.1762037,-98.23898148,"USW00012959",0.635117582348817
"MFR",13264,42.3740972225,-122.87284722,"USW00024225",0.347723926570569
"MGM",13277,32.30027778,-86.3925,"USW00013895",1.41129567840644
"MHK",13290,39.14148148,-96.6708333333333,"USW00003936",1.05074276689414
"MHT",13296,42.93611111,-71.437666666,"USW00014710",0.732468617812389
"MIA",13303,25.7934259266667,-80.2874074066667,"USW00012839",3.01156248939776
"MKE",13342,42.9479761885714,-87.8969047614286,"USW00014839",0.991008745694745
"MKG",13344,43.1690740766667,-86.2368518533333,"USW00014840",0.225306232128563
"MKK",13347,21.15277778,-157.098194445,"USW00022534",0.28233511964575
"MLB",13360,28.10263889,-80.64416667,"USW00012838",0.901587311641766
"MLI",13367,41.4483333328571,-90.5076587314286,"USW00014923",1.32890437168066
"MLU",13377,32.5108333333333,-92.0375925933333,"USW00013942",0.887571195262024
"MMH",13388,37.63111111,-118.85138889,"USW00003181",0.272395301046549
"MOB",13422,30.68986111,-88.241805555,"USW00013894",1.17596654442162
"MOT",13433,48.25861111,-101.279444445,"USW00024013",1.07995553898126
"MQT",13459,46.35138889,-87.395833335,"USW00014851",0.355135846405184
"MRY",13476,36.587166664,-121.84405556,"USW00023259",0.555397200989538
"MSN",13485,43.14097222,-89.33722222,"USW00014837",0.656706235306226
"MSO",13486,46.9161111133333,-114.08953704,"USW00024153",0.617772378662449
"MSP",13487,44.884027775,-93.219722225,"USW00014947",0.251485565581316
"MSY",13495,29.992888886,-90.25716667,"USW00012916",2.05212345449007
"MTJ",13502,38.50513889,-107.894444445,"USW00093013",0.318594930516673
"MYR",13577,33.679444445,-78.929027775,"USW00013717",0.583151361595287
"OAJ",13795,34.829722225,-77.611944445,"USW00093753",0.588787340430402
"OAK",13796,37.721166667,-122.221138888,"USW00023230",1.11668175949898
"OGD",13829,41.19564815,-112.012037036667,"USW00024126",0.437594746907877
"OGG",13830,20.899583335,-156.432083335,"USW00022516",1.2447771484925
"OGS",13832,44.681999998,-75.464722222,"USI0000KOGS",0.0624898537058574
"OKC",13851,35.39277778,-97.60101852,"USW00013967",0.502148481899001
"OMA",13871,41.3025,-95.89375,"USW00014942",1.24736937732234
"OME",13873,64.5118981483333,-165.444305555,"USW00026617",0.224325749001928
"ONT",13891,34.05611111,-117.60111111,"USW00003102",2.25545025600839
"ORD",13930,41.9783333325,-87.907222225,"USW00014810",0.813256545695485
"ORF",13931,36.895277775,-76.20125,"USW00013737",1.19202663206497
"ORH",13933,42.26761111,-71.875444444,"USW00094746",0.384278662345012
"OTH",13964,43.41824074,-124.242314813333,"USW00024284",0.559106076368831
"OTZ",13970,66.885388888,-162.599833334,"USA00701334",0.265731847200743
"OWB",13983,37.739277778,-87.166722218,"USW00053803",1.19225828925309
"PAE",14004,47.9074999966667,-122.28175926,"USW00024222",1.75971930847164
"PAH",14006,37.060694445,-88.77277778,"USW00003816",0.849277927245378
"PBG",14025,44.65083333,-73.46805556,"USI0000KPBG",0.00820463322369843
"PBI",14027,26.68263889,-80.094861115,"USW00012844",0.504735697599397
"PDX",14057,45.58888889,-122.59597222,"USW00004202",1.27462550559042
"PGD",14082,26.91888889,-81.9910185166667,"USW00012812",0.293098798251017
"PGV",14092,35.635000002,-77.384833336,"USW00013783",0.234383558757359
"PHF",14098,37.13175926,-76.49324074,"USW00093741",0.0762719304024499
"PHL",14100,39.871277776,-75.242277778,"USW00013739",1.33145476761934
"PHX",14107,33.43513889,-112.010555555,"USW00023183",1.04045511932315
"PIA",14108,40.6623148166667,-89.6892592566667,"USW00014842",0.71730143074003
"PIB",14109,31.46736111,-89.336805555,"USW00053808",0.340506184755467
"PIE",14112,27.9090740733333,-82.6868055566667,"USW00012873",0.398938625572562
"PIH",14113,42.911527775,-112.595138885,"USW00024108",0.698200115327852
"PIR",14120,44.383194445,-100.285,"USW00024025",0.181922115523562
"PIT",14122,40.49402778,-80.234305555,"USW00094823",1.97723148320714
"PLN",14150,45.57083333,-84.794722225,"USW00014841",0.730835849432511
"PNS",14193,30.47333333,-87.1869444466667,"USW00013899",0.53004663566924
"PPG",14222,-14.3319047614286,-170.711150795714,"AQW00061705",0.301120099337912
"PQI",14231,46.6875925933333,-68.0456481466667,"USW00014604",0.581400437245055
"PRC",14237,34.65384259,-112.420185186667,"USW00023184",0.548144052283067
"PSC",14252,46.2644444433333,-119.117592593333,"USW00024163",0.552411443645063
"PSE",14254,18.00898148,-66.5629629633333,"RQI0000TJPS",0.0758782639737396
"PSG",14256,56.802055558,-132.945055556,"USW00025329",0.619720460589664
"PSM",14259,43.07791667,-70.82333333,"USW00004743",0.805328405550146
"PSP",14262,33.8290277775,-116.5061111125,"USW00093138",0.775493199551077
"PUB",14288,38.290222224,-104.497000002,"USW00093058",0.788926157729905
"PUW",14303,46.7434259266667,-117.108703703333,"USW00094129",0.543285875530198
"PVD",14307,41.723796295,-71.427685185,"USW00014765",0.424796057777407
"PVU",14314,40.218611115,-111.722777775,"USW00024174",0.0547533674870307
"PWM",14321,43.645555556,-70.307833334,"USW00014764",0.432873148038431
"RAP",14457,44.04527778,-103.05708333,"USW00024090",0.214484092495801
"RDD",14487,40.5087037033333,-122.29296296,"USW00024257",0.78216266867224
"RDM",14489,44.25425926,-121.15064815,"USW00024230",0.80282273096618
"RDU",14492,35.87652778,-78.78472222,"USW00013722",1.76112148517671
"RFD",14512,42.19625,-89.09486111,"USW00094822",0.352334619350555
"RHI",14520,45.63111111,-89.462083335,"USW00004803",1.58783630199764
"RIC",14524,37.50527778,-77.31972222,"USW00013740",0.780742335698829
"RIW",14534,43.06425926,-108.458796293333,"USW00024061",1.50899862635102
"RKS",14543,41.59490741,-109.065462963333,"USC00487846",0.590395888007195
"RNO",14570,39.498472225,-119.76777778,"USW00023185",1.03816854169385
"ROA",14574,37.32541667,-79.9756944483333,"USW00013741",0.932234744024217
"ROC",14576,43.1197222242857,-77.6717857114286,"USW00014768",0.400023737323681
"ROP",14582,14.17430555125,145.2408333325,"CQC00914801",0.359020126495784
"ROW",14588,33.300666668,-104.529888888,"USC00297614",0.779845412036901
"RST",14633,43.90962963,-92.4975925933333,"USW00014925",0.783507230767056
"RSW",14635,26.53611111,-81.75513889,"USW00012894",0.270235370931717
"SAF",14674,35.61736111,-106.088888885,"USW00023049",0.960501991262459
"SAN",14679,32.7333333333333,-117.18787037,"USW00023188",0.447188470244076
"SAT",14683,29.533666666,-98.469444444,"USW00012921",1.82414891835244
"SAV",14685,32.1275,-81.20236111,"USW00003822",0.433925499814565
"SBA",14689,34.426944445,-119.840416665,"USW00053153",0.0945057338598889
"SBN",14696,41.70694444125,-86.316493055,"USW00014848",0.029448074532383
"SBP",14698,35.236944445,-120.640833335,"USW00093206",0.331663103778487
"SBY",14704,38.340055558,-75.509888888,"USW00093720",0.308800169290195
"SCC",14709,70.19486111,-148.4661111125,"USW00027406",0.649593123922505
"SCE",14711,40.833833334,-77.854722222,"USW00054739",1.84101803531713
"SCK",14716,37.8943749975,-121.238680555,"USW00023237",1.18235404321377
"SDF",14730,38.176944445,-85.7375,"USW00093821",0.588900235264042
"SEA",14747,47.4487962966667,-122.30842593,"USW00024233",0.639754350575318
"SFB",14761,28.7767460314286,-81.2362698428571,"USW00012854",0.772959261019852
"SFO",14771,37.61888889,-122.37527778,"USW00023234",0.85713595991634
"SGF",14783,37.24277778,-93.386805555,"USW00013995",1.47735164255045
"SGU",14794,37.047722224,-113.526666668,"USW00093198",0.920061219228268
"SHD",14802,38.26388889,-78.89652778,"USW00093760",0.0340051654896602
"SHR",14812,44.77166667,-106.97875,"USW00024029",1.31396929159688
"SHV",14814,32.4466666666667,-93.8257407433333,"USW00013957",1.53957788562336
"SIT",14828,57.047388886,-135.361444446,"USW00025333",0.330204169277366
"SJC",14831,37.3628703733333,-121.93277778,"USW00023293",0.834956084998379
"SJT",14842,31.35875,-100.495416665,"USC00417944",1.34408699460368
"SJU",14843,18.43983333,-66.002111108,"RQW00011641",1.21111627677159
"SLC",14869,40.78648148,-111.971203703333,"USW00024127",1.84157633523505
"SLN",14877,38.790694445,-97.6522685166667,"USW00013922",1.05324183138044
"SMF",14893,38.69555556,-121.590277775,"USW00093225",0.679637225626818
"SMX",14905,34.900555556,-120.45777778,"USW00023273",0.870746717982916
"SNA",14908,33.67555556,-117.867499996667,"USW00093184",0.460840701782597
"SPI",14952,39.84416667,-89.6786111133333,"USW00093822",0.4687876341313
"SPN",14955,15.12027778,145.73013889,"CQC00914855",1.49646519471156
"SPS",14960,33.98861111,-98.49194444,"USW00013966",1.11743110213413
"SRQ",14986,27.3944444466667,-82.55425926,"USW00012871",0.884205025160657
"STC",15008,45.54601852,-94.0592592566667,"USW00014926",0.622439153303552
"STL",15016,38.74824074,-90.3674074066667,"USW00013994",0.696723700063332
"STS",15023,38.509277778,-122.812555558,"USW00023213",0.64391897842164
"STT",15024,18.33722222,-64.97333333,"VQW00011640",0.709573997026166
"STX",15027,17.7030555566667,-64.7999074066667,"VQW00011624",1.38513824865532
"SUN",15041,43.50402778,-114.301944445,"USW00094161",0.474533385284557
"SUX",15048,42.402055554,-96.384333332,"USW00014943",1.22066809909846
"SWF",15070,41.5047222233333,-74.10222222,"USW00014714",0.556743941698059
"SWO",15074,36.16013889,-97.085694445,"USW00003965",0.423785219849515
"SYR",15096,43.110833335,-76.104444445,"USW00014771",0.0532211788156779
"TBN",15138,37.74152778,-92.140694445,"USW00003938",1.24777360371428
"TLH",15249,30.3971759283333,-84.3508333316667,"USW00093805",2.10392915634655
"TOL",15295,41.5882407366667,-83.8054629633333,"USW00094830",0.149697913646177
"TPA",15304,27.97430556,-82.534305555,"USW00012842",1.34548951812095
"TRI",15323,36.475444446,-82.407277778,"USW00013877",0.886007724867583
"TTN",15356,40.277361115,-74.812916665,"USW00014792",0.249919745090603
"TUL",15370,36.198055555,-95.88888889,"USW00013968",0.952086944834982
"TUS",15376,32.116805555,-110.941805555,"USW00023160",2.15217156194085
"TVC",15380,44.741333336,-85.582777776,"USW00014850",1.21353119133808
