Feature,Coefficient
Origin_SCC,-0.0026246847056437934
Origin_SCE,-0.0012055589665731542
Origin_SCK,0.00015982853515770715
Origin_SDF,-0.002954365618978542
Origin_SEA,0.009582867854580953
Origin_SFB,0.001703390652866319
Origin_SFO,0.027497225929739452
Origin_SGF,-0.0015571300098465132
Origin_SGU,-0.0009593890769731732
Origin_SHD,0.00017089010950332176
Origin_SHR,7.363360366650305e-05
Origin_SHV,0.0012015708712784388
Origin_SIT,-0.00028664692831834943
Origin_SJC,0.013656620096236924
Origin_SJT,-6.851051074263454e-05
Origin_SJU,0.004733234216944686
Origin_SLC,-0.053490422633164746
Origin_SLN,6.823090643154374e-05
Origin_SMF,0.006551143592924398
Origin_SMX,0.00014785905322111794
Origin_SNA,0.016074903321760578
Origin_SPI,-8.012494690875636e-05
Origin_SPN,-0.0001499626612826472
Origin_SPS,0.0005098349841986143
Origin_SRQ,0.005966075222407835
Origin_STC,5.203791446593324e-06
Origin_STL,-0.007833037526503413
Origin_STS,0.003122823210818538
Origin_STT,0.0005270523470448757
Origin_STX,-2.1055361281909856e-05
Origin_SUN,0.004175607931888904
Origin_SUX,-0.0001900108367279296
Origin_SWF,0.0002347936958236033
Origin_SWO,-5.43060104984921e-05
Origin_SYR,-0.004221418749483535
Origin_TBN,0.0002760218946913881
Origin_TLH,0.0001714667437661653
Origin_TOL,-0.0003653156343014925
Origin_TPA,0.0170285803194205
Origin_TRI,-0.0009678674048099345
Origin_TTN,0.0016238655875840462
Origin_TUL,-0.00013871442146614482
Origin_TUS,0.00256034861453339
Origin_TVC,-0.0016023718391710718
Origin_TWF,-0.000714403230844507
Origin_TXK,0.00043290726295066743
Origin_TYR,0.0010220211115088435
Origin_TYS,-0.0008272807312002722
Origin_UIN,0.00016914931049392989
Origin_USA,0.0013246428787212882
Origin_VCT,0.00018515193174931184
Origin_VEL,0.0010826331058498987
Origin_VLD,-9.493868993157335e-06
Origin_VPS,0.0006730771239891706
Origin_WRG,0.00016354816788521337
Origin_XNA,-0.0022216007055463364
Origin_XWA,0.00026347410600756577
Origin_YAK,0.001543927487761484
Origin_YKM,0.00041760334096814847
Origin_YNG,-3.3865141296009953e-06
Origin_YUM,-2.174353687993009e-05
Dest_ABE,-0.0003579344339946091
Dest_ABI,-0.00034451506129268413
Dest_ABQ,8.839465095923112e-05
Dest_ABR,-0.0009557488936933488
Dest_ABY,-0.0003776678103831814
Dest_ACK,1.546334094831879e-05
Dest_ACT,6.077736391650098e-05
Dest_ACV,0.0008244481823239378
Dest_ACY,0.001290308023842967
Dest_ADK,0.00018319979517428402
Dest_ADQ,0.00047065387599653683
Dest_AEX,0.0003360852271974172
Dest_AGS,-0.000710289916890832
Dest_AKN,6.800495472208945e-05
Dest_ALB,-0.002242036055747338
Dest_ALO,-0.0004353403656023567
Dest_ALS,0.0004457762196775418
Dest_ALW,0.0017771731912819178
Dest_AMA,0.0022082809219461956
Dest_ANC,-0.011301639677177292
Dest_APN,0.0006770601626042743
Dest_ART,0.0012267667058002308
Dest_ASE,0.013376106059172254
Dest_ATL,-0.08827573704218494
Dest_ATW,-0.004441796477573177
Dest_ATY,0.00010586635400660606
Dest_AUS,0.022544796689883864
Dest_AVL,7.002864234009697e-05
Dest_AVP,-0.0004308473834739028
Dest_AZA,0.003691634550276476
Dest_AZO,-0.0014664049119991155
Dest_BDL,0.00010487131535955523
Dest_BET,-0.0014278800290089433
Dest_BFF,0.00020930131931769878
Dest_BFL,0.0002883589965588295
Dest_BFM,-1.1828527145763524e-05
Dest_BGM,-0.0005012409135597715
Dest_BGR,0.0020320828719668487
Dest_BHM,-0.0008754166664244465
Dest_BIH,0.00023043599211334279
Dest_BIL,-0.0031785724235327763
Dest_BIS,-0.0015749040002151907
Dest_BJI,-0.0010561875880832274
Dest_BKG,-5.6558065351827785e-06
Dest_BLI,0.0011638997946841006
Dest_BLV,0.00029489026731439465
Dest_BMI,-0.0016612306102767383
Dest_BNA,0.01786422939137324
Dest_BOI,-0.007920720590467546
Dest_BOS,-0.00936284230118357
Dest_BPT,0.00037436458802977865
Dest_BQK,-0.00017612648987750887
Dest_BQN,0.0005780643647432548
Dest_BRD,-0.0006782492990732699
Dest_BRO,0.00033870538788347145
Dest_BRW,-0.0023353840098718466
Dest_BTM,-0.0005142349994743449
Dest_BTR,-8.671736923997317e-05
Dest_BTV,-0.002144363677897714
Dest_BUF,0.00847299094981661
Dest_BUR,0.01602750114431879
Dest_BWI,0.02618298914567757
Dest_BZN,-0.0023051323790812214
Dest_CAE,-0.001137965840002458
Dest_CAK,-0.0011105320833663685
Dest_CDB,-4.275725305469436e-05
Dest_CDC,-0.00041598932552117156
Dest_CDV,0.00026772090174663737
Dest_CGI,0.0004979132993541321
Dest_CHA,-0.0014146980270513723
Dest_CHO,0.00110403116885132
Dest_CHS,0.007950144166845398
Dest_CID,-0.005471492048382919
Dest_CIU,-0.0012412658451209876
Dest_CKB,0.0003570128441425616
Dest_CLE,-0.010794345431933009
Dest_CLL,0.0002769831182122844
Dest_CLT,-0.001990029212310287
Dest_CMH,-0.010857635405316318
Dest_CMI,-0.0008247847386233435
Dest_CMX,0.0008635186766572116
Dest_CNY,0.0002653918558806835
Dest_COD,0.0003144491688852045
Dest_COS,0.00010554025850069545
Dest_COU,0.0008921367561316678
Dest_CPR,-0.0005377302772885527
Dest_CRP,0.000500814948584901
Dest_CRW,0.0008018736689887905
Dest_CSG,0.00013079719519155662
Dest_CVG,-0.018095872282017915
Dest_CWA,-0.0022449359756451202
Dest_CYS,0.0005124961096049279
Dest_DAB,0.0002798174988609088
Dest_DAL,0.026637129481115025
Dest_DAY,-0.006579890916775123
Dest_DBQ,3.1262569495631296e-06
Dest_DCA,0.018729360424129836
Dest_DDC,0.0002931215152952537
Dest_DEC,0.0004968480868412482
Dest_DEN,0.058472513321576165
Dest_DFW,-0.02150046957425668
Dest_DHN,-0.0004512670220733219
Dest_DIK,0.0007423261694947573
Dest_DLG,0.00034349871050844686
Dest_DLH,-0.0029100185040933286
Dest_DRO,0.0006903565229236338
Dest_DRT,-2.503095718356019e-05
Dest_DSM,-0.007924676825095756
Dest_DTW,-0.09486336762375565
Dest_DUT,0.0002768917172208405
Dest_DVL,-0.00012369991103598006
Dest_EAR,0.000617272526791399
Dest_EAT,0.0018050164933300593
Dest_EAU,0.00014573263105003442
Dest_ECP,-0.00019866947221531346
